Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CI,US,,,87,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CL,US,,,645,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CN,US,,,5875,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CO,US,,,531,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CR,US,,,1,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CW,US,,,218,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,US,,434,,medicine,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,US,,,14256,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DO,US,,,3,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,EG,US,,,66,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ER,US,,,10,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ER,ZA,US,,16,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ES,US,,4349.598,,specimens,ml,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ES,US,,471,5118,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ET,US,,,29,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,US,,14510,11485,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GB,US,,1920,3742,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GT,US,,,42,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GY,US,,,10,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HK,US,,,1349,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ID,US,,,76,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IL,US,,,537,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IN,US,,,3848,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,7215,7214,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JO,US,,,153,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,JP,US,,11829,11829,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KE,US,,18.676,,specimens,ml,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KE,US,,,242,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KR,US,,,1900,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KW,US,,,2882,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LB,US,,,110,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LK,US,,29,19,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LR,US,,,21,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LR,ZA,US,,2,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LY,US,,,170,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MA,US,,,140,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MM,US,,,2,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MO,US,,,105,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MW,ZA,US,,21,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MX,US,,,6204,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MY,US,,,661,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,ZA,US,,7,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NG,US,,,92,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NG,ZA,US,,8,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NL,US,,,57,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NO,US,,23,57,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NZ,US,,233,236,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,OM,US,,,157,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PA,US,,,560,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PH,US,,,935,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,US,,,107,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,QA,US,,,482,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RS,US,,,279,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,US,,,1907,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SA,US,,,1087,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG,US,,887,887,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SV,US,,,6,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SZ,ZA,US,,12,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TH,US,,,2280,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TN,US,,201,220,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TR,US,,5518,5660,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TT,US,,,287,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TW,US,,,2679,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,FR,US,138,,specimens,,M,I
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,KE,US,,7.546,specimens,ml,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,KE,US,,16,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,UY,US,,,369,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,VC,US,,,10,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,VE,US,,,782,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,VN,US,,,124,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,US,,,617,specimens,,M,C
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,US,,1667,1137,specimens,,M,W
2014,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,ZA,US,,4,specimens,,M,W
2014,II,Aotus lemurinus,Mammalia,Primates,Aotidae,Aotus,NL,PA,,4,,specimens,,M,C
2014,II,Aotus trivirgatus,Mammalia,Primates,Aotidae,Aotus,US,GB,XX,3,,specimens,,M,I
2014,II,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,US,JM,,,2,specimens,,M,U
2014,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CN,XX,1,,skin pieces,,M,I
2014,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,NL,SG,,,6,specimens,,M,F
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CA,US,,,4,live,,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,CH,FR,,,40,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,DE,JP,,2,,specimens,,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,FR,CH,DE,10,,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,FR,CH,GB,30,,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,JP,DE,ZA,24,24,specimens,,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,JP,DE,,20,20,specimens,,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,JP,US,,11,11,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,KR,JP,,,22,live,,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,NL,US,,7.5,7.5,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,TW,US,,,1,specimens,ml,M,C
2014,II,Callithrix jacchus,Mammalia,Primates,Cebidae,Callithrix,US,DE,,58,58,specimens,,M,C
2014,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,BR,FR,,,131,live,,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CN,US,,,30,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,US,,,8,specimens,ml,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,US,,250,,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,US,,11,3,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,EG,US,,,2,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,KR,GB,5,,specimens,ml,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,US,,195,,specimens,,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,US,,,195,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,CN,US,80,,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,800,10,specimens,ml,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,114,192,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,10,10,specimens,,M,C
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,10,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,US,,,1,specimens,,M,I
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IE,US,,72,,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IN,US,,,236,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JP,GB,XX,,165,specimens,ml,M,U
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JP,GB,,150,,specimens,ml,M,U
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JP,US,,55.8,3,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JP,US,,94,7,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,NL,US,,,10,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,NL,US,,10,,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,SG,US,,5,,specimens,ml,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,TH,US,,716,716,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,TR,US,,,2,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,TW,US,,,9,specimens,,M,F
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,BE,XX,18,,specimens,ml,M,I
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,GB,JP,2,,specimens,ml,M,I
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,GB,XX,,10,specimens,ml,M,U
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,GB,XX,1,,specimens,,M,I
2014,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,XX,768,,specimens,,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,BB,,,56,specimens,kg,M,C
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,KN,,,1230,specimens,,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,DE,US,,,5,specimens,,M,F
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,KN,,20,20,live,,M,C
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,KN,,,273,specimens,,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,KN,,8,4,specimens,,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,BB,,40,,live,,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,BB,,10,28,specimens,kg,M,W
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,BB,,,0.84,specimens,l,M,C
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,BB,,60,,specimens,ml,M,C
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,1,,specimens,,M,C
2014,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,6671,18029,specimens,,M,W
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AE,US,MU,,257,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AR,US,MU,,45,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,CA,CN,,2,specimens,ml,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,CA,CN,,49.5,specimens,ml,M,W
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,FR,CN,,16,specimens,ml,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,US,KH,,10,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,US,MU,,230,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,AU,US,,,387,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BD,US,MU,,1,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,,1271,specimens,g,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,0.108,,specimens,kg,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,0.0142,,specimens,l,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,,51.4,specimens,ml,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,CN,5010,,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,MU,,46,specimens,g,M,W
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,CA,VN,,2,specimens,g,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,CN,129,,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,ID,1,,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,ID,596,,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BE,US,,0.010,,specimens,l,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BN,US,MU,,6,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BR,US,MU,,20,specimens,,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,DE,CN,,123,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,DE,VN,,1198,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,FR,CN,,58,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,FR,MU,,23,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,GB,MU,,79.2,specimens,ml,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,GB,MU,,61.6,specimens,ml,M,F
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CA,,4.8,specimens,g,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CA,,96,specimens,,M,C
2014,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,CA,US,CN,,1486,live,,M,C
